38241856300,Author_ID,Paper_ID
207,37390089900,175810
208,37671093000,175810
209,37078835600,175810
210,37374054100,175814
211,37389499500,175814
212,37280473500,175814
213,37345924200,175816
214,37381975300,175815
215,37283016400,175815
216,38226914800,175820
217,37282894500,175820
218,37378493100,175819
219,37390684200,175819
220,37671059300,175819
221,37271377200,175818
222,37388593200,175818
223,37386981900,175818
224,37333439100,175821
225,37283077400,175821
226,37282753300,175824
227,38224353400,175824
228,37567312900,175824
229,37388066800,175824
230,38179868800,175823
231,37271377200,175823
232,38227450500,175823
233,38224713300,175823
234,38224641300,175823
235,38222078500,175823
236,38224561200,175830
237,37428175700,175832
238,38221919700,175831
239,38221920200,175831
240,37321254000,175831
241,37563084100,175833
242,37387702200,175836
243,37282898700,175837
244,38221993300,175837
245,37342242100,175834
246,37340016200,175834
247,37277350600,175834
248,38270974600,175834
249,38221931300,175834
250,37276286600,175834
251,37384054700,235173
252,37381492700,235173
253,38221932000,175838
254,38158111400,175838
255,38221858800,175838
256,38221934700,175838
257,37333395400,235174
258,37274132700,235174
259,37378512200,235177
260,37389499500,235177
261,37376755900,235177
262,37382629000,235180
263,37323951900,235178
264,37276931400,235178
265,37390451700,235178
266,37377332600,235179
267,37387217000,235179
268,37378545700,235179
269,37381489300,235179
270,37378507800,235181
271,37378505800,235181
272,37378506000,235181
273,37378505700,235181
274,37378405100,235183
275,37378905800,235183
276,37378405400,235183
277,37389947500,235183
278,37378570400,235185
279,37352200300,235185
280,37282753300,235185
281,37301963100,235185
282,37372175500,235186
283,37385834300,235186
284,37376377400,235186
285,37360588500,235186
286,37388808200,235186
287,37389058300,235188
288,37380238200,235190
289,37379008700,235190
290,37378511100,235191
291,37357427000,235191
292,37378567900,235192
293,37378568500,235192
294,37378508100,235189
295,37321191300,235189
296,37356651400,235189
297,37389384300,235189
298,37349803800,235189
299,37062829700,235193
300,37274095200,235193
301,37378567600,235194
302,38181916800,235194
303,37374054100,235195
304,37280473500,235195
305,37388808200,235196
306,37378253300,235197
307,37266699900,235197
308,37381894400,235198
309,37352200300,235199
310,37282292000,235201
311,37378418400,235200
312,37378418300,235200
313,37378555400,235200
314,37378417700,235202
315,37378640100,235202
316,37388593200,235204
317,37378533700,235203
318,37353304700,235203
319,37267387800,235203
320,37282570100,235206
321,37387351200,235206
322,37282730100,235205
323,37378427200,235205
324,37378426900,235205
325,37378427600,235205
326,37283138700,235208
327,37370014200,235208
328,37272510200,235209
329,37377783300,235209
330,37378562400,235209
331,37383888400,235207
332,37378437300,235207
333,37266777200,235207
334,37378417700,235211
335,37284304900,235213
336,37267387800,235210
337,37284273900,235210
338,37383141300,235210
339,37378425900,235212
340,37378425700,235212
341,37378426400,235212
342,37070774300,235214
343,37383881600,235214
344,37281235500,235216
345,37351642300,235216
346,37378529000,235217
347,37381975300,235217
348,37352189500,235215
349,37343183500,235215
350,37351406900,235215
351,37389499500,235221
352,38258875500,235220
353,37378369700,235220
354,37376660700,235220
355,37388593200,235219
356,37378534500,235219
357,37386981900,235219
358,38183190700,235219
359,37378534100,235219
360,37378530900,235219
361,37333439100,235222
362,37283077400,235222
363,37378529100,235218
364,37378525800,235218
365,37378525600,235218
366,37372275700,235218
367,37385792400,235218
368,37372275900,235218
369,37378525500,235218
370,37266777200,235223
371,37378526500,235223
372,37282578800,235224
373,37378532500,235224
374,37355295400,235225
375,37353663700,235225
376,37278018900,235228
377,37267249200,235226
378,37275869400,235227
379,37382292100,235227
380,37378239800,235230
381,37323905300,235231
382,37378488600,235231
383,37268052800,235231
384,37283227500,235229
385,37378528000,235229
386,37068557400,398845
387,37274095200,398845
388,37356915500,398848
389,37267387800,398846
390,37363099200,398846
391,37284273900,398846
392,38230307900,398847
393,38230308200,398847
394,37356207300,398847
395,37327212900,398849
396,37267249200,398849
397,37658393200,398850
398,37295045800,398850
399,37270560600,398851
400,37342422500,398852
401,38238958900,398852
402,37352962400,398853
403,37828154400,398853
404,37351033000,398854
405,37268052800,398854
406,37659207200,398856
407,38242870000,398856
408,38162003500,398856
409,38227878900,398856
410,37300177400,398858
411,38315553400,398855
412,37656875900,398855
413,38230295900,398855
414,37659882800,398855
415,37417278100,398855
416,38239586700,398855
417,37271754900,398857
418,38231402100,398857
419,37609618400,398857
420,38230313500,398857
421,38230313900,398857
422,38238469100,398857
423,37653040000,398860
424,37389878300,398860
425,37267249200,398859
426,37282925600,398859
427,37662471200,398861
428,38237258900,398861
429,37378053800,398861
430,37350343500,398862
431,37268052800,398862
432,37283017700,398863
433,38229760200,398865
434,37288557900,398865
435,37356141500,398866
436,37265498100,398866
437,37283138700,398864
438,37276747000,398864
439,37283129200,398864
440,37347480400,398867
441,37281754200,398867
442,38230911700,398867
443,38230273400,398867
444,37282570100,398870
445,37844196100,398870
446,37333439100,398869
447,37664370800,398869
448,37378526500,398868
449,37266777200,398868
450,38241485100,398871
451,37274095200,398871
452,37378533700,398873
453,38241005600,398872
454,38152190200,398872
455,37267249200,398875
456,37332114400,398874
457,37372175500,398874
458,37275869400,398876
459,37382292100,398876
460,37267462200,398879
461,37354987500,398879
462,37378427200,398878
463,37284273900,398877
464,37267387800,398877
465,37267352000,398880
466,38237967800,398880
467,37282560200,398882
468,37295063200,398882
469,38237285500,398881
470,37388066800,398881
471,38230275800,398884
472,37281713600,398885
473,37268533900,398885
474,38238355700,398883
475,37355168100,398883
476,38230275300,398883
477,38231180100,398883
478,38073947900,398883
479,38230296700,398892
480,37831251800,398892
481,38138503900,398892
482,38231210700,398893
483,38237385000,398893
484,37372011800,398894
485,38237924800,398896
486,38229696200,398896
487,38222544200,398895
488,38227818100,398895
489,38227775600,398897
490,38231095800,398897
491,38240697100,398900
492,37372175500,398899
493,37424455800,398898
494,37386293700,398898
495,38242073300,398898
496,37086980016,398901
497,37616769800,398901
498,38162573200,398903
499,38230940600,398903
500,38230282100,398904
501,38230281800,398904
502,38230282600,398904
503,37378427200,398902
504,37424767600,398902
505,38227741600,398902
506,37294705600,398902
507,38075861700,398902
508,38227801800,398902
509,38242170000,398911
510,38229763600,398911
511,37388732400,398911
512,38241856300,398911
513,37382195100,398911
514,38229016300,398911
515,37282569700,346284
516,37659205100,346284
517,37659204100,346284
518,37659207200,346284
519,37661428600,346284
520,37372247300,346285
521,37659266300,346285
522,37663885300,346285
523,37284186700,346285
524,37659267100,346285
525,37377256900,346285
526,37659441100,346286
527,37608641000,346286
528,37279760100,346286
529,37659316200,346286
530,37659318600,346286
531,37294162600,346287
532,37360588500,346287
533,37314757900,346287
534,37664331500,346287
535,37439279300,346290
536,37331284900,346290
537,37399659100,346289
538,37659722200,346289
539,37658792900,346289
540,38180426300,346289
541,37067501400,346289
542,37298450200,346291
543,37658795400,346291
544,37653029600,346291
545,37346827500,346292
546,37275883700,346292
547,37294194900,346288
548,37298707200,346288
549,37377461900,346288
550,37267911400,346288
551,37301688700,346288
552,37429534100,346288
553,37301963100,346288
554,37376744200,346293
555,37659208100,346293
556,37283227500,346294
557,37658782100,346294
558,37649338300,346294
559,37444949500,346297
560,37282559500,346297
561,37649097800,346296
562,37659689000,346296
563,37611726800,346296
564,37372175500,346298
565,37565489200,346295
566,37652072800,346295
567,37659378600,346295
568,37663829500,346295
569,37657346300,346295
570,37282411600,346295
571,38180023500,346295
572,37285537200,346295
573,37659239700,346299
574,37659240600,346299
575,37269835500,346301
576,37378609800,346301
577,37268441700,346302
578,37284061600,346303
579,37345867700,346303
580,37355831300,346300
581,37647622000,346300
582,37661825700,346300
583,37662543900,346300
584,37659038800,346300
585,37063581200,346300
586,37062832500,346300
587,37352189500,346304
588,37343183500,346304
589,37351406900,346304
590,37267352000,346305
591,37349545700,346305
592,37646740200,346307
593,38181039700,346306
594,38181916900,346306
595,37265786500,346308
596,37659209500,346308
597,37270887900,346308
598,37607264700,346309
599,37286405800,346309
600,37356915500,346311
601,37653860300,346310
602,37656395900,346310
603,37574116600,346310
604,37658772900,346313
605,37267387800,346312
606,37284273900,346312
607,37266622300,346312
608,37353973100,346316
609,37659327200,346316
610,37282598900,346314
611,37342422500,346314
612,37653125700,346314
613,37372244200,346314
614,37659258900,346317
615,37659261200,346317
616,37659260900,346317
617,37391683900,346315
618,37282578800,346315
619,37427262100,346315
620,37659291300,346315
621,37388732400,346315
622,37659203900,346320
623,37663438100,346318
624,37339053800,346318
625,37275249200,346319
626,37268052800,346319
627,37279493500,346321
628,37276931400,346321
629,37664370800,346324
630,37333439100,346324
631,37354028200,346323
632,37349226400,346323
633,37390629800,346322
634,37398650700,346322
635,38321886000,346322
636,37378372200,346326
637,37274095200,346326
638,37337567000,346325
639,37371403900,346325
640,37356983700,346327
641,37651784800,346327
642,37275869400,346328
643,37656565200,346328
644,37372011800,346329
645,37413765900,346329
646,37333371500,346331
647,37659292200,346331
648,37652845200,346332
649,37282559500,346332
650,37333439100,346330
651,37654495700,346330
652,37350343500,346333
653,37351033000,346333
654,37268052800,346333
655,37298457400,346336
656,37281769000,346336
657,37282899200,346335
658,37659236200,346335
659,38200470300,346334
660,37284304900,346334
661,37323013800,346337
662,37650681200,346337
663,37282730100,346339
664,37378427200,346339
665,37659236800,346339
666,37659553000,346338
667,37378333000,346338
668,37659260100,346338
669,37652705000,346342
670,37664577600,346342
671,37648518000,346342
672,37390206400,346341
673,37660965300,346341
674,37659324500,346341
675,37664961300,346341
676,37323905300,346340
677,37350343500,346340
678,37652123600,346340
679,37268052800,346340
680,37275698100,346340
681,37275249200,346340
682,37378488600,346340
683,37351033000,346340
684,37342517100,528680
685,37344652100,528680
686,37344652800,528680
687,37351289200,528680
688,37349630500,528682
689,37352314100,528681
690,37357591400,528681
691,37352316100,528681
692,37352125700,528683
693,37297213900,528683
694,37352201100,528685
695,37267736900,528685
696,37343565300,528684
697,37357418100,528684
698,37352246000,528684
699,37352245400,528684
700,37352263600,528687
701,37352265700,528687
702,37352198300,528688
703,37352198200,528688
704,38558074600,528689
705,37267671500,528689
706,37358036500,528686
707,37273308900,528686
708,37352135600,528686
709,37352136200,528686
710,37352134600,528686
711,37352142300,528686
712,37352143800,528686
713,37352354300,528690
714,37352354000,528690
715,37355534700,528690
716,37329242700,528690
717,37340122200,528692
718,37352143000,528691
719,37357792700,528691
720,37349028500,528691
721,37356853400,528691
722,37282569700,528694
723,37341386400,528693
724,37343297300,528693
725,37352245200,528693
726,37356957100,528695
727,37353729500,528695
728,37442055100,528695
729,37344059700,528697
730,37282570100,528697
731,38147359900,480789
732,37269011000,480790
733,37566635700,480790
734,38142306200,480790
735,37664370800,480791
736,37352200300,528696
737,37354541000,528696
738,37352200800,528696
739,37352200200,528696
740,37352199600,528696
741,37346508500,528696
742,37378488600,480792
743,37323905300,480792
744,37282637800,480795
745,37285537200,480795
746,37284115400,480795
747,37282560200,480793
748,37295063200,480793
749,38148010500,480793
750,37654961000,480793
751,37267825600,480793
752,38147407800,480796
753,37347459100,480796
754,37268052800,480796
755,37448030800,480794
756,37610041700,480794
757,37660278300,480794
758,37564789400,480794
759,37660264900,480794
760,37282873000,480794
761,37443031900,480797
762,38147536800,480797
763,37351416000,480798
764,38153178500,480799
765,37269586000,480799
766,38146973000,480801
767,37360588500,480801
768,37271768100,480803
769,37332114400,480803
770,37372175500,480803
771,37371567600,480802
772,37365542800,480802
773,37855991000,480800
774,37269320000,480800
775,37300425000,480800
776,37282880200,480800
777,37326280000,480800
778,37343938200,480800
779,37333439100,480804
780,37654495700,480804
781,37279493500,480806
782,37276931400,480806
783,37275694700,480805
784,37355330500,480805
785,37355334600,480805
786,37282596600,480807
787,37348582700,480807
788,37349040300,480807
789,38146488400,480808
790,37366743500,480808
791,37444424000,480809
792,37296980500,480810
793,38193849400,480811
794,38227675400,480811
795,38149530100,480812
796,37087739694,480812
797,38141024500,480814
798,37266159200,480814
799,37275249200,480813
800,37275032800,480813
801,37268052800,480813
802,38144966300,480816
803,38227675400,480816
804,37327212900,480817
805,37267249200,480817
806,37352316100,480815
807,37357591400,480815
808,37352314100,480815
809,38144223100,480819
810,38184873500,480820
811,37611960100,480820
812,37378534500,480821
813,37372175500,480821
814,37347459100,480818
815,38147407600,480818
816,37268052800,480818
817,38149689900,485139
818,37268441700,485139
819,37283138700,485140
820,37276747000,485140
821,37371609900,485140
822,37275714300,485143
823,37267249200,485143
824,37353471800,485141
825,37294099300,485141
826,37295045800,485141
827,37274132700,485141
828,37350343500,485142
829,37347459100,485142
830,37268052800,485142
831,37282560200,485142
832,37351033000,485142
833,37282332900,485144
834,37379767900,485144
835,37275869400,485144
836,37355295400,485145
837,37356915500,485145
838,37363099200,485146
839,37356915500,485146
840,37267387800,485146
841,38146059900,485149
842,38149049900,485147
843,37283081100,485147
844,38149049500,485147
845,38222544200,485150
846,37326146700,485148
847,38152313200,485148
848,37443457300,485148
849,38141764500,485148
850,37378427200,485154
851,38145346300,485151
852,38152302600,485151
853,37611726800,485153
854,38257512300,485153
855,37342422500,485152
856,37858270000,485152
857,37851790300,485152
858,37382715500,485152
859,38138560000,485155
860,37372011800,485156
861,38152307900,485156
862,38152247800,485158
863,37372009600,485158
864,37658393200,485158
865,37282292000,485169
866,37658144000,485169
867,38145001600,485169
868,38053575400,485170
869,38155998800,485157
870,38139234800,485157
871,37300425000,485157
872,37651400700,485157
873,37267863000,485157
874,37268091800,485157
875,38152282900,485157
876,38139746200,485171
877,37063581200,485171
878,37399569300,559211
879,37266699900,559211
880,37267671500,559212
881,38558074600,559212
882,37349418300,559214
883,37340580700,559214
884,37343565300,559213
885,37357418100,559213
886,37357418100,559210
887,37305539000,559210
888,37349377800,559210
889,37349375500,559210
890,37345262200,559210
891,37349338400,559210
892,37349336300,559210
893,37344059700,559221
894,37348963800,559221
895,37340122200,559218
896,37348772800,559218
897,37344785300,559218
898,37349378000,559219
899,37292518200,559219
900,37331949400,559219
901,37282598900,559220
902,37358198200,559220
903,37349401300,559220
904,37276377000,559220
905,37342992000,559220
906,37358059800,559223
907,37268441700,559223
908,37282560200,559222
909,37268052800,559222
910,38193849400,559224
911,37063827600,559224
912,38227675400,559224
913,37349545700,559225
914,37357556500,559225
915,37354963000,559227
916,37348960700,559227
917,37352130100,559227
918,37349490300,559226
919,37345372400,559226
920,37284688500,559226
921,37349494400,559226
922,37345749400,559229
923,37356983700,559229
924,37349445400,559228
925,37349438900,559228
926,38558447400,567598
927,38562783600,567598
928,37282573400,567595
929,37823485800,567595
930,37845919000,567595
931,37283315200,567595
932,38273141800,567600
933,38270782200,567600
934,37368609100,567602
935,37378532500,567602
936,37283754100,567602
937,37350343500,567603
938,37268052800,567603
939,37828154400,567606
940,37352962400,567606
941,37845871800,567606
942,37845413900,567606
943,37273103500,567610
944,37271754900,567610
945,37609618400,567610
946,37289749900,567609
947,37856558400,567609
948,37301843300,567609
949,37325476100,567609
950,37852878400,567745
951,37864656600,567745
952,38180174600,567745
953,37845978600,567780
954,37283487400,567787
955,37612321600,567784
956,37356983700,567784
957,37845978200,567777
958,37845979400,567777
959,37282272000,567777
960,38193849400,567800
961,37274132700,567807
962,37367862600,567807
963,37326555000,567804
964,37864698600,567804
965,37337567000,567804
966,37448030800,567796
967,37282873000,567796
968,37660278300,567796
969,37564789400,567796
970,37660264900,567796
971,37610041700,567796
972,38273141800,567812
973,38275357700,567812
974,38275743700,567812
975,37849388600,568104
976,37282585600,568103
977,37356983700,568103
978,37323905300,568108
979,37378488600,568108
980,37298532100,568105
981,37852647700,568105
982,38242145300,568105
983,37282637800,568110
984,37285537200,568110
985,37284115400,568110
986,37282292000,568111
987,37282598900,568109
988,37358198200,568109
989,37349401300,568109
990,37845670000,568109
991,37388808200,568117
992,37860236300,568117
993,37298406100,568118
994,37298532100,568116
995,37267352000,568116
996,38242145300,568116
997,37351416000,568116
998,38179766700,568114
999,37285537200,568114
1000,37295176000,568114
1001,37565489200,568114
1002,37284273900,568119
1003,37271619700,568124
1004,37860532300,568124
1005,37086996853,568121
1006,37266777200,568121
1007,37282553200,568121
1008,37276931400,568121
1009,37850740800,568126
1010,37282560200,568126
1011,37861966100,568125
1012,37390017300,568125
1013,37282560200,568125
1014,37270717100,568127
1015,37860553000,568127
1016,37342422500,568127
1017,37354614600,568127
1018,37862094900,568129
1019,37415393700,568129
1020,37378425700,568128
1021,37856921200,568128
1022,37371968700,568128
1023,37371985200,568128
1024,37285510700,568128
1025,37378425900,568128
1026,37702966100,568128
1027,37860557600,568128
1028,37698913400,568128
1029,37377332600,568132
1030,37860460000,568132
1031,37860458900,568132
1032,37860459600,568132
1033,37860458300,568132
1034,37851684300,568132
1035,37842810000,568132
1036,37861539500,568132
1037,37845668700,568132
1038,37370740500,568134
1039,37399434900,568134
1040,38270067800,568134
1041,38275060600,568134
1042,38273993000,568134
1043,37847101500,568135
1044,38185363300,568135
1045,37284107000,568135
1046,37266169000,568135
1047,37265915300,568135
1048,37372278100,568139
1049,37267352000,568139
1050,37365755100,568137
1051,37282541100,568137
1052,37283227500,568136
1053,37860424200,568136
1054,37860424800,568136
1055,37851592800,568138
1056,37282559500,568138
1057,37286501600,568138
1058,37413486600,568140
1059,37372011800,568140
1060,37392147700,568141
1061,37298450200,568141
1062,37397136700,568141
1063,37320305100,568141
1064,37385363700,568144
1065,37860427300,568144
1066,37282553200,568144
1067,37858270000,568142
1068,37851790300,568142
1069,37864867900,568142
1070,37342422500,568142
1071,37382715500,568142
1072,37860557400,568142
1073,37855601300,568145
1074,37619701300,568145
1075,37860533600,568145
1076,37853024300,568145
1077,37860534800,568145
1078,37355070000,568145
1079,37860455000,568146
1080,37282068700,568146
1081,37860461300,568146
1082,37356983700,568147
1083,37282068700,568147
1084,37849431900,568147
1085,37282559500,568147
1086,37861977200,568147
1087,37349490300,636718
1088,37268052800,568160
1089,37275698100,568160
1090,37296980500,568160
1091,37418709500,568160
1092,37370924200,568160
1093,37444948400,568149
1094,37282559500,568149
1095,37282571800,568149
1096,37860427600,568149
1097,37299351600,568149
1098,37860428500,568149
1099,37741252400,568149
1100,37850464800,568149
1101,37299279700,568149
1102,38226861400,568149
1103,37299280100,568149
1104,37352200300,569203
1105,38270960300,569203
1106,37357593500,569203
1107,38278125100,569203
1108,37271142500,569203
1109,38277819700,569203
1110,38270369600,569203
1111,37275694700,636759
1112,37374656700,636759
1113,37611719000,636759
1114,37361571100,636778
1115,37274551000,636778
1116,37448030800,636761
1117,37610041700,636761
1118,37282873000,636761
1119,37282872500,636761
1120,37343565300,636782
1121,37282570100,636782
1122,37269712400,636785
1123,37621651000,636787
1124,37616700600,636787
1125,37268043300,636784
1126,37278683200,636784
1127,37611726800,636784
1128,37271730100,636784
1129,37444609500,636788
1130,37357418100,636788
1131,37352245400,636788
1132,37611663700,636789
1133,37283487400,636789
1134,37546729500,636789
1135,37611663200,636789
1136,37424458700,636790
1137,37354669000,636790
1138,37283016400,636790
1139,37363099200,636791
1140,37444594200,636792
1141,37372036700,636792
1142,37294162600,636793
1143,37275858700,663848
1144,37273119700,663848
1145,37350343500,663851
1146,37268052800,663851
1147,37444424000,663853
1148,37085368197,663853
1149,37267823200,663855
1150,37298406100,663855
1151,37612079700,663855
1152,37612081300,663855
1153,37372012600,663857
1154,37610569700,663857
1155,37274095200,663857
1156,37378427600,663856
1157,37347783300,663856
1158,37613897400,663859
1159,37364046500,663862
1160,37280473500,663862
1161,37282574800,663858
1162,37282578800,663858
1163,37420744100,663858
1164,38512568600,663858
1165,37372689000,663858
1166,37612158500,663863
1167,37281769000,663863
1168,37267813100,663860
1169,37443252200,663860
1170,37443253500,663860
1171,38275631100,663860
1172,38277260000,663860
1173,37086987754,663866
1174,38227675400,663866
1175,37086991496,663865
1176,37371970000,663865
1177,37355451700,663865
1178,37612084200,663868
1179,38273141800,663868
1180,37409090400,663868
1181,37267822600,663867
1182,37427428300,663867
1183,37284271200,663867
1184,37067734000,663869
1185,37559619200,663869
1186,37268052800,663869
1187,37282292000,663874
1188,37283754100,663871
1189,37366444500,663871
1190,37362401700,663871
1191,37616769800,663872
1192,37269516700,663872
1193,37619005500,663872
1194,37282899200,663875
1195,37284312600,663875
1196,37355637500,663875
1197,37333439100,663876
1198,37371964800,663876
1199,37621721400,663880
1200,37611960100,663880
1201,37291463600,663878
1202,37360575900,663878
1203,38184427400,663878
1204,37419436600,663885
1205,37284273900,663885
1206,37283754100,663886
1207,37362401700,663886
1208,37283754100,663887
1209,37413313200,663887
1210,37295140400,663882
1211,37273119700,663882
1212,37275858700,663882
1213,37284273900,663882
1214,37342422500,663882
1215,37381630700,663888
1216,37282594500,663888
1217,37273103500,663890
1218,37609618400,663890
1219,37623369100,663891
1220,37280473500,663891
1221,37282596600,663889
1222,37282600100,663889
1223,37618383200,663889
1224,37364307400,663889
1225,37364793300,663892
1226,37280043300,663892
1227,37362725400,663895
1228,37275249200,663895
1229,37371914000,663893
1230,37298506200,663893
1231,37283735000,663893
1232,37275869400,663894
1233,37282637800,663894
1234,37267249300,663899
1235,37612167300,663899
1236,37267822600,663897
1237,37284271200,663897
1238,37066475900,663898
1239,37339406400,663898
1240,37609292100,663902
1241,37273336700,663900
1242,37615351500,663900
1243,37350343500,663900
1244,37275698100,663900
1245,37268052800,663900
1246,37355334600,663901
1247,37275694700,663901
1248,37273480100,663901
1249,37270561900,663903
1250,37274005100,663903
1251,37326555000,663904
1252,37277183300,663904
1253,38557137500,663905
1254,37276553900,663905
1255,38558447400,663905
1256,37612367400,663907
1257,37372245300,663907
1258,37268023800,663907
1259,37612257400,663906
1260,37282068700,663906
1261,37267811400,663906
1262,37283639900,663906
1263,37372274900,663906
1264,37275763600,663908
1265,37267825600,663908
1266,37612314200,663908
1267,37372247300,663911
1268,38274901700,663909
1269,37282560200,663909
1270,37355295400,663910
1271,37282898700,663910
1272,37282637800,663912
1273,37347332000,663912
1274,37284061600,663913
1275,37086987754,663914
1276,38227675400,663914
1277,37611469100,663915
1278,37347459100,663915
1279,37362958300,663915
1280,37268052800,663915
1281,37067734000,663915
1282,37354296000,663915
1283,37273115400,663915
1284,37615709500,663917
1285,37396861000,663917
1286,37612266700,663917
1287,37356983700,663918
1288,37393096300,663918
1289,37612298500,663918
1290,37612321600,663918
1291,37617749600,663916
1292,37360588500,663916
1293,37606703800,663916
1294,37622312400,663916
1295,38180962800,663916
1296,37612261200,663920
1297,37337567000,663920
1298,37282713700,663919
1299,37282708700,663919
1300,37617519400,663919
1301,37621785900,663919
1302,37612260000,663919
1303,37267442100,663921
1304,37427428300,663921
1305,37297103800,663921
1306,37298450200,663922
1307,37588396600,663922
1308,37340391400,663922
1309,37614584100,663924
1310,37617709900,663926
1311,37608356300,663926
1312,37612252200,663926
1313,37282292000,663926
1314,37378488600,663927
1315,37282730100,663927
1316,37619552000,663925
1317,37367390500,663925
1318,37615115900,663925
1319,38231429900,663925
1320,37614269500,663925
1321,37615793800,663925
1322,38183525100,663923
1323,38272881700,663923
1324,38277471700,663923
1325,38270707400,663923
1326,37623416900,663923
1327,37295063200,663923
1328,37305862000,663923
1329,37447873500,663923
1330,37620455200,663923
1331,37271671300,663923
1332,37271669900,663923
1333,37300434300,663929
1334,37612264300,663928
1335,37268023800,663928
1336,37612266200,663928
1337,37282576500,663930
1338,37284249400,663930
1339,37383381900,663931
1340,37344773600,663931
1341,37844196100,729556
1342,37265491900,729553
1343,37365189200,729553
1344,38179814200,729554
1345,37339549500,729554
1346,37360232800,729555
1347,37267352000,729555
1348,37343565300,729557
1349,37349418300,729558
1350,37448030800,729560
1351,37282873000,729560
1352,37371609900,729559
1353,37374589200,729559
1354,37283138700,729559
1355,37374604500,729564
1356,37374602500,729564
1357,37368889100,729564
1358,37359522500,729564
1359,37357418100,729564
1360,37374699000,729563
